Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Probability,Churn_Risk
13123-BIH,Female,46,No,Bihar,13,18,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.2,198.5,0.0,10,45.12,253.62,Joined,,,0.83,High Risk - Immediate Action Needed
86963-WES,Male,28,No,West Bengal,10,34,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,208.85,0.0,0,80.13,288.98,Churned,Competitor,Competitor had better devices,0.79,High Risk - Immediate Action Needed
55971-UTT,Female,58,Yes,Uttar Pradesh,10,17,Deal 5,No,,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,99.75,0.0,0,0.0,99.75,Churned,Attitude,Attitude of support person,1.0,High Risk - Immediate Action Needed
42864-ODI,Female,29,No,Odisha,2,10,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25,63.75,0.0,0,0.0,63.75,Joined,,,0.99,High Risk - Immediate Action Needed
34695-JAM,Female,64,No,Jammu & Kashmir,6,22,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.45,853.1,0.0,0,238.59,1091.69,Churned,Competitor,Competitor made better offer,0.98,High Risk - Immediate Action Needed
51751-KER,Female,62,No,Kerala,9,25,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,123.8,0.0,0,67.5,191.3,Joined,,,0.9,High Risk - Immediate Action Needed
46518-MAH,Male,74,No,Maharashtra,0,5,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,Churned,Competitor,Competitor made better offer,0.87,High Risk - Immediate Action Needed
76419-KAR,Male,46,Yes,Karnataka,14,28,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0.0,0,8.91,282.11,Joined,,,0.79,High Risk - Immediate Action Needed
73698-TAM,Female,81,No,Tamil Nadu,8,14,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,28.64,99.64,Churned,Competitor,Competitor made better offer,0.92,High Risk - Immediate Action Needed
39332-TEL,Female,44,Yes,Telangana,6,8,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,60,5.93,146.48,Joined,,,0.88,High Risk - Immediate Action Needed
49304-KAR,Female,32,Yes,Karnataka,6,33,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0.0,0,3.97,53.77,Joined,,,0.88,High Risk - Immediate Action Needed
16522-JAM,Male,80,Yes,Jammu & Kashmir,2,12,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,1200.15,0.0,0,262.68,1462.83,Churned,Competitor,Competitor made better offer,0.9,High Risk - Immediate Action Needed
31129-AND,Male,68,No,Andhra Pradesh,15,15,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,70.35,0.0,10,14.42,94.77,Joined,,,0.91,High Risk - Immediate Action Needed
31198-RAJ,Male,39,Yes,Rajasthan,13,19,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,89.35,631.85,0.0,60,257.88,949.73,Churned,Price,Price too high,0.76,High Risk - Immediate Action Needed
24183-AND,Male,81,No,Andhra Pradesh,5,29,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,90.85,4515.85,0.0,0,2199.12,6714.97,Churned,Attitude,Attitude of support person,0.88,High Risk - Immediate Action Needed
82561-CHH,Female,64,No,Chhattisgarh,1,23,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.65,321.65,0.0,10,173.28,504.93,Churned,Competitor,Competitor had better devices,0.93,High Risk - Immediate Action Needed
61054-ASS,Male,69,Yes,Assam,1,35,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,79.15,0.0,0,24.48,103.63,Churned,Competitor,Competitor had better devices,0.88,High Risk - Immediate Action Needed
88924-HAR,Female,70,No,Haryana,14,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.65,633.3,0.0,0,390.8,1024.1,Churned,Competitor,Competitor made better offer,0.75,High Risk - Immediate Action Needed
99475-KAR,Male,22,Yes,Karnataka,11,11,,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,106.2,0.0,0,37.22,143.42,Joined,,,0.83,High Risk - Immediate Action Needed
74594-TEL,Male,24,No,Telangana,9,12,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,84.65,84.65,0.0,40,22.3,146.95,Churned,Dissatisfaction,Lack of self-service on Website,0.91,High Risk - Immediate Action Needed
97664-GUJ,Female,19,No,Gujarat,4,6,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.1,1235.55,0.0,0,101.64,1337.19,Churned,Competitor,Competitor had better devices,0.97,High Risk - Immediate Action Needed
44775-GUJ,Female,58,Yes,Gujarat,10,1,,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.4,418.8,0.0,20,0.0,438.8,Churned,Competitor,Competitor had better devices,0.83,High Risk - Immediate Action Needed
78323-KER,Male,34,No,Kerala,1,12,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.2,1441.1,0.0,0,489.25,1930.35,Churned,Attitude,Attitude of support person,0.81,High Risk - Immediate Action Needed
55831-TAM,Male,43,No,Tamil Nadu,11,13,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.95,58.3,0.0,0,15.45,73.75,Joined,,,1.0,High Risk - Immediate Action Needed
49119-KAR,Female,43,No,Karnataka,15,27,Deal 4,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.05,1148.1,0.0,0,536.52,1684.62,Churned,Attitude,Attitude of support person,0.93,High Risk - Immediate Action Needed
99144-UTT,Female,41,No,Uttar Pradesh,9,20,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.65,68.35,0.0,0,106.77,175.12,Joined,,,0.83,High Risk - Immediate Action Needed
65643-JAM,Female,70,Yes,Jammu & Kashmir,0,14,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.1,1712.7,0.0,0,740.88,2453.58,Churned,Competitor,Competitor made better offer,0.84,High Risk - Immediate Action Needed
92228-BIH,Female,22,Yes,Bihar,10,9,,No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.15,25.15,0.0,0,0.0,25.15,Joined,,,0.84,High Risk - Immediate Action Needed
76561-RAJ,Male,49,No,Rajasthan,7,18,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,145.15,0.0,0,15.28,160.43,Churned,Competitor,Competitor made better offer,1.0,High Risk - Immediate Action Needed
57185-UTT,Male,38,Yes,Uttar Pradesh,7,24,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3959.35,27.3,0,766.92,4698.97,Churned,Attitude,Attitude of service provider,0.77,High Risk - Immediate Action Needed
41677-DEL,Male,60,Yes,Delhi,5,6,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.25,512.45,0.0,0,160.6,673.05,Churned,Competitor,Competitor made better offer,0.8,High Risk - Immediate Action Needed
68719-AND,Female,52,Yes,Andhra Pradesh,6,17,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,100.55,6215.35,0.0,0,565.74,6781.09,Churned,Price,Price too high,0.76,High Risk - Immediate Action Needed
79282-TAM,Female,58,No,Tamil Nadu,0,17,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,-10.0,19.5,0.0,0,32.45,51.95,Churned,Attitude,Attitude of support person,0.91,High Risk - Immediate Action Needed
28581-JAM,Male,25,No,Jammu & Kashmir,12,3,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.6,415.55,36.44,40,28.9,448.01,Churned,Competitor,Competitor made better offer,0.81,High Risk - Immediate Action Needed
11799-TAM,Male,33,No,Tamil Nadu,9,20,,No,,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,0.0,45.3,Churned,Competitor,Competitor had better devices,0.9,High Risk - Immediate Action Needed
27692-GUJ,Female,40,No,Gujarat,6,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.9,147.15,0.0,0,76.56,223.71,Churned,Price,Long distance charges,0.86,High Risk - Immediate Action Needed
53134-UTT,Male,69,No,Uttar Pradesh,4,25,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,Churned,Competitor,Competitor had better devices,0.78,High Risk - Immediate Action Needed
37131-MAH,Male,52,No,Maharashtra,6,2,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,89.25,0.0,0,16.64,105.89,Joined,,,0.92,High Risk - Immediate Action Needed
95331-UTT,Male,76,Yes,Uttarakhand,11,25,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,115.1,0.0,0,13.72,128.82,Churned,Competitor,Competitor had better devices,0.99,High Risk - Immediate Action Needed
92130-BIH,Male,78,Yes,Bihar,13,18,,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.85,104.2,0.0,0,51.48,155.68,Churned,Price,Extra data charges,0.78,High Risk - Immediate Action Needed
56658-ASS,Female,26,No,Assam,12,29,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,123.65,0.0,0,146.52,270.17,Churned,Price,Lack of affordable download/upload speed,0.98,High Risk - Immediate Action Needed
17597-HAR,Female,33,Yes,Haryana,2,6,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.85,29.85,0.0,0,0.0,29.85,Joined,,,0.97,High Risk - Immediate Action Needed
32887-MAH,Female,60,Yes,Maharashtra,6,11,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.6,260.8,0.0,0,295.2,556.0,Churned,Price,Extra data charges,0.81,High Risk - Immediate Action Needed
32447-HAR,Female,38,Yes,Haryana,13,18,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-4.0,46.3,0.0,0,48.22,94.52,Churned,Price,Extra data charges,0.85,High Risk - Immediate Action Needed
36574-WES,Female,51,Yes,West Bengal,7,26,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,0.0,0,14.48,90.28,Churned,Competitor,Competitor had better devices,0.84,High Risk - Immediate Action Needed
94341-JHA,Male,21,Yes,Jharkhand,9,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4,151.8,0.0,0,41.0,192.8,Churned,Competitor,Competitor had better devices,0.99,High Risk - Immediate Action Needed
82427-MAH,Male,36,No,Maharashtra,15,28,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,17.94,37.49,Joined,,,0.95,High Risk - Immediate Action Needed
63303-TAM,Male,25,No,Tamil Nadu,10,28,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,73.75,871.4,0.0,0,179.52,1050.92,Churned,Attitude,Attitude of support person,0.83,High Risk - Immediate Action Needed
23332-ODI,Female,36,No,Odisha,1,17,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1059.55,0.0,0,148.32,1207.87,Churned,Dissatisfaction,Limited range of services,0.75,High Risk - Immediate Action Needed
59386-JAM,Female,28,No,Jammu & Kashmir,1,13,,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.6,97.1,0.0,0,0.0,97.1,Churned,Competitor,Competitor made better offer,0.87,High Risk - Immediate Action Needed
28378-MAD,Female,65,No,Madhya Pradesh,12,1,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.45,19.45,0.0,0,46.59,66.04,Joined,,,1.0,High Risk - Immediate Action Needed
47511-AND,Female,65,No,Andhra Pradesh,1,20,Deal 3,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.75,1338.15,0.0,0,414.48,1752.63,Churned,Attitude,Attitude of support person,0.85,High Risk - Immediate Action Needed
96244-AND,Male,31,Yes,Andhra Pradesh,0,36,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.9,49.9,0.0,0,39.6,89.5,Churned,Price,Extra data charges,0.78,High Risk - Immediate Action Needed
18027-UTT,Female,58,Yes,Uttar Pradesh,15,30,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,33.7,0.0,0,7.64,41.34,Joined,,,0.96,High Risk - Immediate Action Needed
21572-ASS,Female,60,No,Assam,3,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,522.95,0.0,0,182.63,705.58,Churned,Attitude,Attitude of support person,0.88,High Risk - Immediate Action Needed
33124-TAM,Female,53,No,Tamil Nadu,15,26,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,69.2,0.0,0,10.08,79.28,Churned,Dissatisfaction,Poor expertise of online support,0.9,High Risk - Immediate Action Needed
15757-HAR,Female,41,No,Haryana,6,23,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.15,44.15,0.0,0,8.77,52.92,Churned,Other,Don't know,0.88,High Risk - Immediate Action Needed
91824-DEL,Female,22,Yes,Delhi,7,1,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,14.19,83.79,Churned,Competitor,Competitor made better offer,0.89,High Risk - Immediate Action Needed
58784-ASS,Female,80,Yes,Assam,2,29,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.52,Churned,Competitor,Competitor made better offer,0.9,High Risk - Immediate Action Needed
28398-TEL,Male,59,Yes,Telangana,3,23,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.0,20.0,0.0,0,25.99,45.99,Joined,,,0.99,High Risk - Immediate Action Needed
93496-TAM,Female,43,Yes,Tamil Nadu,9,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.0,1917.1,0.0,0,430.1,2347.2,Churned,Competitor,Competitor offered more data,0.88,High Risk - Immediate Action Needed
13946-HAR,Female,41,Yes,Haryana,1,3,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.65,19.65,0.0,0,23.67,43.32,Joined,,,1.0,High Risk - Immediate Action Needed
92987-GUJ,Female,60,Yes,Gujarat,10,36,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.5,150.35,0.0,0,394.47,544.82,Stayed,,,0.76,High Risk - Immediate Action Needed
38577-BIH,Female,30,Yes,Bihar,6,36,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,90.05,0.0,0,61.74,151.79,Joined,,,0.89,High Risk - Immediate Action Needed
89663-BIH,Male,38,Yes,Bihar,6,4,,No,,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,40.1,40.1,0.0,10,0.0,50.1,Churned,Attitude,Attitude of support person,0.81,High Risk - Immediate Action Needed
41017-MAH,Female,52,No,Maharashtra,12,1,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.05,415.05,0.0,0,30.8,445.85,Churned,Dissatisfaction,Product dissatisfaction,0.88,High Risk - Immediate Action Needed
83736-UTT,Male,43,Yes,Uttar Pradesh,1,25,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.35,45.35,0.0,0,12.46,57.81,Joined,,,0.87,High Risk - Immediate Action Needed
51123-HAR,Female,28,Yes,Haryana,4,7,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,144.15,0.0,20,11.7,175.85,Churned,Competitor,Competitor had better devices,0.93,High Risk - Immediate Action Needed
51657-TAM,Male,54,No,Tamil Nadu,13,16,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.85,60.65,0.0,0,58.74,119.39,Joined,,,0.87,High Risk - Immediate Action Needed
88933-TAM,Male,38,No,Tamil Nadu,8,21,,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.45,50.45,0.0,0,28.25,78.7,Churned,Competitor,Competitor made better offer,0.86,High Risk - Immediate Action Needed
45307-MAD,Female,73,Yes,Madhya Pradesh,5,9,,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.65,856.65,0.0,0,465.0,1321.65,Churned,Dissatisfaction,Limited range of services,0.84,High Risk - Immediate Action Needed
71837-TAM,Female,44,Yes,Tamil Nadu,7,15,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.7,1238.45,0.0,0,192.84,1431.29,Churned,Price,Lack of affordable download/upload speed,0.87,High Risk - Immediate Action Needed
22782-ODI,Female,50,Yes,Odisha,2,28,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.3,54.7,0.0,0,30.39,85.09,Joined,,,0.88,High Risk - Immediate Action Needed
99127-JAM,Female,35,No,Jammu & Kashmir,8,5,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.95,305.55,0.0,0,123.8,429.35,Churned,Competitor,Competitor made better offer,0.75,High Risk - Immediate Action Needed
82213-AND,Female,55,No,Andhra Pradesh,14,31,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.15,130.5,0.0,0,41.58,172.08,Stayed,,,0.85,High Risk - Immediate Action Needed
61331-UTT,Male,36,Yes,Uttarakhand,2,10,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.75,50.75,0.0,0,45.77,96.52,Joined,,,0.95,High Risk - Immediate Action Needed
56821-MAH,Female,39,No,Maharashtra,3,1,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,100.4,0.0,0,0.0,100.4,Churned,Competitor,Competitor had better devices,0.96,High Risk - Immediate Action Needed
83440-GUJ,Male,53,No,Gujarat,4,14,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.0,49.65,0.0,0,93.18,142.83,Joined,,,0.87,High Risk - Immediate Action Needed
23078-UTT,Female,57,Yes,Uttar Pradesh,3,24,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.3,20.3,0.0,0,6.64,26.94,Joined,,,0.9,High Risk - Immediate Action Needed
82326-ODI,Female,27,Yes,Odisha,4,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,166.3,0.0,0,82.74,249.04,Churned,Competitor,Competitor made better offer,0.89,High Risk - Immediate Action Needed
53350-TEL,Male,37,Yes,Telangana,6,22,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.5,217.45,0.0,0,20.91,238.36,Joined,,,0.8,High Risk - Immediate Action Needed
19665-JAM,Male,38,No,Jammu & Kashmir,1,3,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-9.0,45.8,0.0,10,22.11,77.91,Churned,Competitor,Competitor made better offer,0.97,High Risk - Immediate Action Needed
96284-ODI,Female,29,No,Odisha,10,2,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,1553.9,0.0,0,439.2,1993.1,Churned,Other,Don't know,0.78,High Risk - Immediate Action Needed
24721-MAH,Female,61,No,Maharashtra,2,1,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,48.25,68.45,Churned,Price,Long distance charges,0.99,High Risk - Immediate Action Needed
84889-GUJ,Female,23,No,Gujarat,12,10,,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,-7.0,84.5,0.0,0,99.62,184.12,Churned,Other,Don't know,0.84,High Risk - Immediate Action Needed
84012-MAD,Female,28,Yes,Madhya Pradesh,13,27,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.15,156.25,0.0,0,90.8,247.05,Churned,Price,Price too high,0.81,High Risk - Immediate Action Needed
43274-WES,Male,53,No,West Bengal,9,23,Deal 5,No,,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,44.65,44.65,0.0,0,0.0,44.65,Churned,Competitor,Competitor had better devices,0.93,High Risk - Immediate Action Needed
25097-MAH,Male,31,No,Maharashtra,8,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,196.9,0.0,0,77.02,273.92,Churned,Competitor,Competitor made better offer,0.98,High Risk - Immediate Action Needed
67154-HAR,Female,57,No,Haryana,7,5,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.15,20.15,0.0,0,3.09,23.24,Churned,Price,Long distance charges,1.0,High Risk - Immediate Action Needed
85027-KAR,Male,57,No,Karnataka,14,27,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0,1.61,21.36,Joined,,,0.97,High Risk - Immediate Action Needed
97989-JHA,Female,41,Yes,Jharkhand,13,35,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.0,1254.7,0.0,0,1087.46,2342.16,Churned,Dissatisfaction,Poor expertise of online support,0.8,High Risk - Immediate Action Needed
56022-RAJ,Female,34,No,Rajasthan,7,17,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.6,35.85,0.0,0,59.62,95.47,Churned,Attitude,Attitude of support person,0.89,High Risk - Immediate Action Needed
35016-ODI,Male,49,Yes,Odisha,15,1,Deal 5,No,,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.9,35.9,0.0,0,0.0,35.9,Churned,Competitor,Competitor offered higher download speeds,1.0,High Risk - Immediate Action Needed
38217-AND,Female,38,Yes,Andhra Pradesh,7,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,1066.9,0.0,110,225.0,1401.9,Stayed,,,0.91,High Risk - Immediate Action Needed
45554-UTT,Male,53,No,Uttarakhand,7,11,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.05,85.5,0.0,0,109.48,194.98,Stayed,,,0.82,High Risk - Immediate Action Needed
53449-MAH,Female,52,No,Maharashtra,8,17,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.9,19.9,0.0,0,2.38,22.28,Joined,,,0.9,High Risk - Immediate Action Needed
61609-JHA,Male,51,No,Jharkhand,4,36,Deal 5,No,,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,42.6,72.4,0.0,0,0.0,72.4,Churned,Competitor,Competitor offered more data,0.93,High Risk - Immediate Action Needed
87778-UTT,Female,35,Yes,Uttar Pradesh,8,24,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.85,4740.0,0.0,0,635.4,5375.4,Churned,Competitor,Competitor offered more data,0.83,High Risk - Immediate Action Needed
92524-AND,Male,65,No,Andhra Pradesh,13,22,Deal 5,No,,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,Churned,Competitor,Competitor had better devices,0.98,High Risk - Immediate Action Needed
65450-KAR,Male,51,No,Karnataka,3,28,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.55,20.55,0.0,0,15.91,36.46,Churned,Attitude,Attitude of service provider,0.89,High Risk - Immediate Action Needed
